Age (years),Sex,Height (cm),Initial LBM (kg),Training Experience (years),Training Frequency (sessions per week),Average Reps per Set,Average Load per Exercise (kg),Average Daily Calories (kcal),Average Daily Protein Intake (grams),Average Sleep Duration per Night (hours),Sleep Quality (1–10 scale),Stress Level (1–10 scale),Creatine Supplement Use,Training Duration (Weeks),LBM after the training period (kg)
38,Male,172.7,60.4,0.6,5,13,69.1,2744.0,142.0,6.2,4.3,5.8,No,35,62.5
28,Male,169.2,56.0,0.6,2,4,24.8,2408.0,114.0,7.9,6.3,4.6,No,50,57.2
22,Female,162.1,49.1,0.8,4,9,45.6,1953.0,126.0,8.5,8.4,2.8,No,40,52.4
20,Male,181.4,67.4,0.2,1,13,77.3,2325.0,132.0,7.7,5.8,2.9,No,17,69.4
33,Male,182.1,61.7,3.1,3,11,67.0,2212.0,111.0,6.4,3.9,3.9,No,51,66.7
25,Female,168.3,52.9,0.8,1,14,84.1,2038.0,113.0,7.5,4.9,3.7,No,50,58.2
47,Female,153.7,38.7,0.2,1,13,43.1,2052.0,50.0,6.3,3.0,4.2,No,28,39.0
45,Female,159.5,47.2,9.0,7,7,89.4,2509.0,145.0,9.6,10.0,1.0,No,48,52.8
36,Female,173.0,56.0,0.5,2,14,32.3,1915.0,89.0,6.3,6.3,2.5,No,35,57.2
18,Male,180.1,68.9,3.4,2,6,50.6,2078.0,151.0,7.9,4.4,7.2,No,18,70.6
23,Female,160.6,45.9,1.4,7,11,47.0,2304.0,143.0,8.1,9.2,1.0,Yes,16,46.7
43,Female,156.4,46.0,0.9,1,12,63.7,2041.0,74.0,6.0,3.6,9.3,Yes,43,49.8
24,Male,187.1,66.4,2.2,7,5,54.4,2983.0,135.0,6.6,6.1,4.0,No,23,68.8
41,Male,172.9,56.9,4.0,2,5,47.4,2470.0,132.0,6.6,4.4,4.6,No,32,58.3
35,Female,159.1,42.4,0.1,1,7,41.2,1806.0,85.0,6.4,5.0,4.4,Yes,43,45.2
31,Female,168.8,53.1,0.1,4,8,40.5,1977.0,142.0,7.9,7.1,3.1,No,16,53.5
23,Female,158.1,41.4,8.4,7,12,70.6,2562.0,116.0,5.7,4.9,8.3,No,32,45.5
29,Female,163.2,50.5,0.6,6,4,37.6,2409.0,173.0,7.5,5.2,2.0,Yes,8,52.6
32,Male,180.4,66.9,0.1,6,15,57.3,2653.0,153.0,6.6,3.7,7.2,No,49,70.1
40,Male,174.9,63.3,0.8,1,13,23.9,2439.0,91.0,7.2,4.4,7.1,Yes,38,65.5
21,Female,164.5,50.9,0.4,2,8,44.1,1834.0,147.0,4.8,3.1,6.3,No,5,53.4
27,Female,151.3,35.4,1.2,4,8,44.0,2106.0,104.0,6.9,4.1,3.2,Yes,39,39.9
30,Female,163.5,46.5,4.3,3,4,83.3,2017.0,88.0,7.3,4.0,4.9,Yes,31,51.0
37,Female,166.7,50.0,4.5,1,15,58.5,1811.0,101.0,5.1,3.3,10.0,No,27,52.8
21,Male,167.1,55.2,0.7,5,15,68.3,2815.0,133.0,7.8,5.7,1.0,No,36,58.2
18,Male,175.3,65.4,1.3,7,7,65.5,2793.0,222.0,4.5,1.2,5.4,No,6,66.5
37,Female,164.9,50.7,1.6,5,13,38.6,2486.0,134.0,7.5,5.6,4.0,Yes,37,52.1
18,Female,165.2,51.6,0.6,5,4,63.4,2331.0,141.0,7.4,6.1,1.2,No,28,53.6
43,Female,155.9,41.6,0.4,4,15,34.7,2236.0,109.0,5.8,2.7,7.4,No,27,42.3
28,Female,164.6,48.4,1.3,1,4,47.9,1765.0,87.0,5.6,3.1,6.1,No,31,51.9
18,Female,153.7,41.9,1.0,2,13,10.0,2100.0,81.0,7.7,6.1,4.7,Yes,26,42.8
25,Male,185.7,68.0,4.6,4,4,71.7,2729.0,152.0,7.6,4.9,6.0,No,44,70.8
34,Male,177.1,62.8,3.8,6,15,65.5,3032.0,176.0,8.3,6.4,4.1,No,44,68.9
25,Male,173.7,54.0,2.2,1,6,27.4,2526.0,117.0,7.1,6.5,3.7,Yes,45,55.7
30,Female,156.7,43.2,0.7,1,12,37.1,1957.0,99.0,8.0,6.6,2.3,No,40,45.2
37,Male,185.6,65.9,0.9,6,15,70.1,2865.0,142.0,7.4,4.3,4.3,No,24,67.2
28,Male,179.1,64.8,0.4,6,11,32.3,2783.0,162.0,7.1,4.4,1.8,Yes,6,65.6
21,Male,173.9,55.3,0.6,1,14,73.4,2662.0,122.0,5.3,3.2,4.5,Yes,37,59.4
27,Male,170.8,62.1,8.2,3,15,76.3,2789.0,158.0,6.4,4.4,5.0,No,39,65.6
44,Female,167.2,47.2,1.6,3,5,52.5,1782.0,119.0,7.4,4.9,4.5,Yes,45,51.4
47,Male,169.6,57.7,3.4,7,12,88.4,3111.0,163.0,8.3,8.0,2.0,No,17,58.8
18,Male,174.4,62.1,0.6,1,4,57.6,2202.0,97.0,8.4,8.5,4.6,Yes,16,63.0
41,Female,164.8,51.8,1.1,7,11,36.9,2256.0,182.0,7.7,5.2,3.3,No,35,53.9
33,Male,187.2,71.3,1.8,7,10,40.7,2372.0,195.0,6.0,1.3,10.0,No,20,72.0
39,Male,175.5,64.1,0.1,6,15,58.6,3094.0,170.0,5.7,2.9,7.3,No,5,64.3
24,Male,171.9,60.5,4.6,6,14,59.1,2833.0,172.0,8.4,6.5,3.4,No,11,60.7
18,Female,164.4,43.2,3.7,5,7,47.0,2096.0,119.0,5.8,2.7,10.0,No,37,43.5
36,Male,183.3,72.4,7.9,3,9,85.5,2721.0,167.0,4.8,1.8,9.3,No,13,73.5
21,Female,167.8,48.4,1.0,3,15,62.2,2222.0,128.0,5.8,3.0,4.9,No,51,51.6
18,Male,167.4,52.6,0.3,5,13,87.3,2774.0,149.0,8.2,6.7,4.6,No,7,53.8
18,Male,177.8,57.8,2.3,2,14,57.0,2296.0,111.0,7.5,6.5,1.0,Yes,29,59.8
36,Male,167.0,51.4,0.3,6,5,40.4,2790.0,165.0,9.6,10.0,1.5,Yes,22,54.3
31,Male,183.2,70.2,0.7,4,14,52.6,2427.0,185.0,6.4,2.9,7.4,Yes,7,72.2
38,Female,167.8,57.9,0.5,2,7,37.1,2092.0,137.0,8.9,7.1,1.0,No,27,58.2
37,Female,163.5,47.3,2.0,7,9,72.9,2317.0,131.0,7.3,5.2,3.8,No,4,48.6
26,Female,166.6,46.7,2.1,3,13,39.1,1977.0,87.0,6.4,4.2,6.2,No,9,49.4
29,Male,179.3,59.8,0.8,5,8,70.1,2964.0,132.0,5.6,3.1,8.4,Yes,19,62.0
25,Male,178.6,62.0,2.7,5,11,72.5,2481.0,191.0,6.4,5.7,3.2,No,52,66.0
28,Female,150.5,40.0,3.1,4,15,70.0,2221.0,132.0,5.3,3.6,4.5,Yes,50,43.8
20,Male,176.9,60.2,2.3,1,10,36.0,2564.0,109.0,7.3,6.2,4.4,No,20,62.2
34,Male,174.3,56.8,0.1,5,6,38.4,2750.0,126.0,8.0,5.8,3.0,No,41,60.5
41,Male,171.8,58.9,0.3,3,14,71.4,2753.0,146.0,7.0,5.1,5.3,Yes,49,62.7
22,Male,185.6,70.9,1.0,6,10,59.6,2606.0,151.0,6.3,2.9,5.6,No,30,72.5
43,Female,168.4,53.7,1.1,3,11,38.9,1994.0,87.0,5.4,2.0,10.0,Yes,47,55.6
31,Female,160.1,43.4,0.8,3,5,68.8,2116.0,111.0,6.6,4.9,3.8,Yes,40,45.9
32,Female,159.3,43.8,1.6,4,12,46.0,2302.0,111.0,7.8,4.5,9.8,Yes,17,45.5
18,Male,187.0,71.5,0.7,7,5,61.4,2876.0,210.0,7.1,1.7,10.0,No,41,75.3
18,Male,184.9,65.7,1.1,7,5,77.3,3243.0,205.0,7.1,6.0,4.3,No,25,69.2
31,Male,174.2,57.1,0.0,6,5,80.2,2730.0,155.0,5.5,4.5,5.8,No,16,58.6
38,Male,185.6,68.7,0.9,6,6,85.8,2920.0,165.0,6.9,4.0,4.7,Yes,46,75.2
23,Male,177.8,59.9,2.4,7,14,89.3,2915.0,191.0,7.8,5.1,1.2,No,39,65.2
47,Female,154.7,40.6,1.4,1,11,42.2,1934.0,50.0,7.1,4.2,6.2,No,29,40.7
37,Female,158.5,40.6,2.6,4,13,56.9,2394.0,122.0,8.2,6.1,5.1,No,10,40.7
21,Male,186.6,68.1,1.9,3,8,62.4,2670.0,204.0,5.9,3.5,2.8,No,43,70.1
30,Female,168.8,53.7,8.0,7,8,50.7,2448.0,161.0,5.4,3.8,4.8,Yes,16,55.8
55,Female,165.3,44.9,0.6,4,14,50.2,2332.0,120.0,7.1,5.0,6.0,No,40,47.4
18,Female,173.9,54.3,0.2,1,10,32.3,2041.0,95.0,4.8,1.0,6.7,No,45,55.2
35,Female,153.9,43.7,0.3,6,13,34.1,1964.0,140.0,8.5,7.6,3.7,No,45,45.3
27,Male,171.7,60.8,0.6,5,7,67.4,2630.0,186.0,7.5,3.6,4.6,Yes,41,64.0
37,Male,172.7,53.5,1.7,5,7,58.4,2764.0,126.0,7.1,4.4,4.8,No,24,56.8
43,Male,172.0,62.3,3.0,6,9,50.5,2583.0,164.0,8.4,6.3,1.0,No,19,62.9
26,Female,168.8,54.7,0.1,7,15,54.7,2311.0,145.0,5.9,1.0,5.5,No,36,56.9
41,Male,177.8,61.9,6.7,1,10,23.5,2242.0,126.0,6.7,3.4,7.8,No,24,60.1
52,Male,176.0,59.6,0.9,2,8,75.1,2366.0,121.0,7.1,3.9,2.9,Yes,20,61.1
31,Male,175.5,64.4,3.5,5,10,51.6,2742.0,149.0,6.2,3.3,6.1,No,29,66.7
38,Male,182.3,65.0,2.2,7,14,76.2,2798.0,180.0,5.7,3.3,5.0,No,39,67.0
24,Female,161.3,49.5,1.8,1,6,68.8,1958.0,84.0,7.1,4.6,2.9,No,36,52.2
30,Female,153.8,41.5,0.2,4,11,48.2,2026.0,135.0,6.4,3.8,4.6,No,18,42.2
28,Male,175.8,62.1,4.5,2,4,47.3,2019.0,116.0,6.5,1.5,10.0,Yes,17,61.7
38,Male,187.8,66.9,0.9,5,5,84.0,2557.0,181.0,10.0,10.0,1.2,Yes,48,71.7
42,Male,173.6,60.2,4.5,4,12,68.8,2743.0,133.0,6.4,5.9,2.0,No,38,63.6
29,Male,181.2,62.3,0.4,2,13,70.6,2802.0,166.0,9.3,9.0,1.1,No,44,67.6
45,Male,171.8,55.6,6.8,4,7,77.4,2885.0,151.0,9.3,9.2,2.4,No,25,57.1
45,Male,179.4,66.3,1.9,2,9,82.9,2601.0,141.0,7.9,5.5,5.9,No,25,67.4
38,Male,180.8,63.1,3.6,5,4,74.6,2903.0,160.0,5.8,2.9,2.0,No,39,66.2
25,Female,157.0,38.9,1.4,3,13,58.5,2649.0,81.0,5.5,1.3,5.9,No,8,39.9
24,Female,163.9,48.3,1.8,7,12,65.9,2513.0,184.0,6.0,2.7,4.5,Yes,35,52.5
22,Male,169.2,59.4,0.8,4,5,70.3,2489.0,142.0,8.0,6.4,1.4,No,39,63.7
39,Male,171.5,64.4,2.7,6,13,78.7,2849.0,161.0,5.9,3.9,4.9,No,17,65.9
18,Female,162.5,44.3,4.7,4,11,53.2,2632.0,138.0,7.8,5.3,6.9,No,9,45.4
37,Male,191.6,76.7,2.5,2,7,50.7,2300.0,176.0,7.3,6.0,1.9,No,6,76.3
19,Female,175.3,57.4,1.3,2,12,49.9,2112.0,94.0,6.5,5.2,3.9,No,31,59.2
38,Female,171.6,55.8,3.6,1,13,49.5,1866.0,83.0,7.0,6.3,3.2,Yes,4,55.8
30,Male,182.6,66.7,1.4,5,13,10.0,2627.0,146.0,6.7,4.4,6.5,No,5,66.2
43,Male,170.4,56.2,1.2,3,13,89.0,2893.0,153.0,6.8,6.7,3.5,No,40,59.8
41,Female,158.0,44.9,2.2,4,7,42.8,2330.0,111.0,8.0,6.3,1.1,No,42,47.8
44,Male,178.3,63.4,0.5,3,4,50.0,2631.0,140.0,6.2,3.5,4.9,Yes,18,63.9
45,Female,168.6,48.1,1.3,1,5,24.7,2243.0,78.0,7.3,5.4,6.2,Yes,52,49.0
31,Female,170.1,46.9,0.1,1,7,18.0,1817.0,121.0,8.3,7.2,1.9,No,44,48.5
18,Female,160.2,43.1,8.3,1,5,62.1,2070.0,63.0,5.6,2.3,8.7,No,27,44.7
19,Male,184.4,65.2,6.5,2,9,25.9,2485.0,156.0,8.7,8.1,1.2,No,14,65.9
18,Female,164.9,49.3,8.5,6,9,100.1,2303.0,125.0,7.4,6.5,6.0,No,33,53.2
19,Male,185.8,68.7,4.2,1,9,62.1,2263.0,156.0,6.1,3.1,6.3,No,30,70.7
31,Male,167.5,56.8,4.6,3,7,85.3,2597.0,145.0,4.3,1.0,10.0,No,35,59.5
24,Female,161.8,50.8,0.2,5,7,61.0,2396.0,108.0,6.7,5.7,6.5,Yes,36,53.3
28,Male,168.4,56.2,0.5,5,4,94.9,2854.0,147.0,6.1,3.3,7.7,Yes,15,58.5
35,Female,160.0,48.0,2.2,2,11,55.5,2066.0,91.0,6.7,2.8,9.4,Yes,21,48.3
27,Female,168.4,51.4,0.5,5,10,53.1,2356.0,152.0,7.5,6.3,1.0,No,36,53.1
19,Male,187.6,67.7,0.1,5,4,96.7,2588.0,169.0,6.8,4.6,2.8,No,41,72.7
29,Male,186.2,69.9,1.0,7,4,67.7,2869.0,210.0,8.2,6.3,1.6,Yes,36,71.5
21,Male,183.1,64.1,5.3,3,8,35.2,2782.0,211.0,7.0,5.4,5.7,Yes,25,65.9
27,Male,177.2,63.9,11.0,2,11,89.3,2385.0,134.0,6.3,3.8,3.9,No,5,63.3
43,Male,178.3,63.8,1.3,7,10,44.7,2579.0,223.0,10.0,10.0,1.0,No,38,65.6
27,Female,158.7,44.0,1.9,6,6,31.4,2281.0,129.0,5.2,2.2,4.4,Yes,28,45.3
48,Male,181.9,66.2,0.9,7,4,69.0,3092.0,192.0,5.8,3.1,5.9,No,14,67.1
44,Male,177.1,60.3,0.7,6,5,74.6,3083.0,147.0,5.5,3.8,4.4,No,37,62.9
24,Female,155.6,41.8,5.3,7,10,46.1,2047.0,132.0,7.6,5.1,4.4,Yes,22,44.8
19,Male,182.7,64.6,2.5,3,6,47.2,2326.0,147.0,6.8,3.1,9.5,No,42,65.4
29,Female,168.4,50.1,0.5,2,10,61.5,1736.0,117.0,7.1,2.8,6.4,Yes,17,51.6
42,Male,173.8,63.1,0.6,7,14,72.6,3011.0,188.0,4.6,1.0,8.2,No,18,64.3
25,Male,173.2,54.9,2.5,2,7,37.4,2740.0,115.0,5.6,2.4,3.4,No,43,58.8
39,Female,161.9,40.6,1.0,3,5,42.7,2016.0,92.0,7.1,6.2,2.7,Yes,11,43.1
42,Female,169.1,50.5,1.4,6,7,66.5,2425.0,133.0,7.0,6.5,1.0,No,10,51.6
22,Female,176.2,57.2,3.3,7,8,31.2,2541.0,162.0,7.8,6.4,3.1,Yes,44,58.4
23,Female,156.6,40.6,2.3,6,13,39.2,2305.0,128.0,9.1,9.5,1.0,No,30,40.9
37,Female,170.4,53.4,5.8,4,8,63.9,2462.0,119.0,7.7,6.9,2.4,No,11,53.9
32,Male,170.3,55.7,3.5,7,9,56.5,3041.0,120.0,7.2,4.8,4.3,No,48,56.9
23,Male,174.1,59.4,0.6,6,13,93.5,2541.0,151.0,6.3,1.8,7.8,No,34,61.5
26,Female,157.8,41.6,1.6,1,13,15.9,2136.0,92.0,5.2,1.9,10.0,Yes,25,42.8
29,Female,162.6,50.3,0.6,3,10,36.8,2002.0,58.0,5.1,3.2,9.5,No,4,50.1
18,Female,166.3,51.1,0.8,7,11,55.7,2537.0,174.0,5.2,1.0,10.0,No,10,52.8
38,Male,179.9,64.8,2.7,6,10,80.5,2627.0,152.0,7.6,5.3,4.5,No,11,66.4
25,Male,169.8,61.2,1.0,4,6,62.8,2545.0,143.0,5.4,2.1,6.9,Yes,10,62.1
18,Female,161.4,45.4,1.3,6,7,33.2,2755.0,116.0,4.4,1.0,8.8,No,51,47.7
30,Male,172.3,60.2,2.2,4,6,39.6,2431.0,156.0,7.3,6.2,2.9,No,40,61.5
23,Female,174.7,58.1,1.1,2,5,10.0,1835.0,108.0,6.6,4.8,3.0,No,33,56.6
47,Female,165.7,52.1,1.1,1,11,61.0,1959.0,104.0,7.7,5.0,3.0,Yes,5,51.3
24,Male,174.6,61.4,0.9,1,15,63.6,1788.0,89.0,4.7,2.7,10.0,Yes,5,61.5
19,Female,167.2,48.8,1.2,7,6,60.4,2531.0,193.0,7.9,6.5,4.1,No,46,53.0
35,Female,167.7,52.4,3.1,1,13,53.3,1852.0,84.0,6.7,3.8,8.1,Yes,36,53.6
23,Male,192.8,75.8,1.8,2,14,80.1,2137.0,131.0,6.8,2.8,6.9,No,26,77.7
22,Female,166.9,51.9,0.1,6,6,66.0,1934.0,144.0,5.3,4.1,4.4,Yes,13,52.7
35,Male,178.9,69.7,0.2,1,15,64.3,2514.0,160.0,5.1,1.0,8.7,No,21,71.4
20,Female,160.1,45.0,0.0,7,8,74.7,2370.0,158.0,6.9,4.1,8.9,Yes,51,50.3
18,Male,181.1,68.8,0.5,1,4,60.5,2784.0,121.0,6.2,1.9,6.2,No,36,69.9
47,Female,163.2,46.6,0.5,6,10,55.7,2816.0,128.0,8.9,7.9,1.0,Yes,22,50.2
36,Male,176.6,58.9,0.1,7,15,49.6,2552.0,155.0,6.8,4.4,2.5,No,38,60.9
27,Male,180.5,60.3,2.3,5,6,26.4,2238.0,147.0,6.8,4.8,5.2,No,44,61.3
30,Female,152.6,40.5,2.4,3,15,33.0,2240.0,96.0,4.2,1.0,10.0,Yes,19,40.3
35,Male,176.3,61.1,1.5,5,10,76.1,2560.0,162.0,5.8,4.9,4.4,Yes,5,63.3
40,Male,168.6,51.6,2.1,7,5,58.3,2660.0,174.0,7.7,7.6,1.0,Yes,38,55.4
22,Female,177.7,61.9,4.4,1,12,44.6,1950.0,126.0,8.2,5.0,5.6,No,42,64.4
34,Female,161.6,46.9,0.5,3,13,61.2,1909.0,112.0,7.8,5.8,6.2,No,44,49.6
25,Female,162.5,46.1,1.2,7,8,20.5,1768.0,156.0,7.3,7.4,1.8,Yes,18,46.5
28,Female,168.2,55.2,1.1,2,11,61.3,2073.0,124.0,6.6,5.7,4.3,No,14,55.9
32,Male,184.8,68.2,3.5,6,9,85.1,2643.0,188.0,4.4,1.0,10.0,No,40,71.9
30,Male,172.3,59.7,0.7,5,6,60.0,2489.0,163.0,8.0,8.0,3.1,No,7,62.1
37,Male,172.6,61.6,0.9,5,9,60.9,2423.0,153.0,6.2,5.7,1.7,No,31,63.5
35,Female,169.8,52.2,0.4,5,15,47.1,2356.0,117.0,8.9,7.6,1.7,No,11,52.6
18,Female,165.1,52.9,0.1,3,14,59.4,2053.0,129.0,6.2,2.7,4.2,Yes,40,57.5
18,Female,165.0,51.0,4.4,3,5,39.4,2134.0,122.0,5.3,1.3,8.1,Yes,48,54.4
26,Female,160.9,44.9,3.3,1,6,42.1,1876.0,108.0,6.6,4.8,6.8,Yes,49,49.3
48,Male,188.5,68.9,3.2,2,14,84.1,2363.0,135.0,7.1,5.4,5.2,Yes,13,70.2
21,Male,187.9,67.2,0.6,1,14,44.2,2345.0,163.0,7.7,5.7,1.0,No,13,66.3
28,Male,181.7,61.7,0.3,2,8,62.6,2107.0,151.0,5.4,1.8,10.0,No,31,61.1
25,Male,169.3,52.9,1.8,4,4,63.0,2578.0,152.0,7.5,4.7,3.0,No,12,53.8
24,Male,176.7,58.6,1.3,7,5,61.1,3013.0,152.0,5.6,1.0,6.1,No,43,62.1
32,Female,169.1,53.3,0.6,6,10,66.2,2358.0,170.0,8.5,7.6,3.4,No,32,55.9
44,Male,170.9,58.1,3.0,1,12,65.5,2067.0,95.0,7.0,3.8,4.5,No,19,58.4
35,Male,169.2,54.1,0.3,5,15,69.3,2586.0,147.0,5.9,4.1,6.8,No,50,57.5
22,Male,172.6,55.6,3.5,2,12,90.7,2190.0,129.0,7.0,6.6,1.9,No,20,57.0
58,Female,167.7,50.9,5.5,1,10,10.0,1660.0,80.0,7.5,8.2,1.0,Yes,9,51.1
31,Female,160.1,47.3,2.7,1,8,50.3,1976.0,89.0,4.9,3.1,7.2,No,9,47.0
24,Male,173.6,57.1,2.2,5,12,71.8,2383.0,173.0,6.8,5.6,5.3,No,35,61.4
44,Male,175.0,55.3,0.9,3,13,31.5,2484.0,171.0,7.4,6.3,1.3,No,46,56.5
25,Female,170.6,47.9,0.4,3,6,13.6,1847.0,108.0,9.1,7.9,4.8,No,11,49.0
47,Male,192.1,79.1,0.5,2,7,20.2,2349.0,177.0,7.5,5.4,6.8,Yes,11,78.6
21,Female,164.3,49.2,0.9,7,8,128.2,2750.0,174.0,8.7,7.6,1.4,No,11,50.0
44,Female,176.0,59.0,1.2,3,9,10.0,2134.0,92.0,8.7,8.6,7.0,Yes,43,61.4
32,Male,171.1,57.7,4.8,4,8,32.0,2498.0,153.0,5.1,1.8,5.7,Yes,32,57.7
43,Male,182.4,66.8,1.1,6,10,60.8,2809.0,168.0,7.6,6.6,1.0,No,49,70.1
49,Female,160.3,46.8,4.8,5,4,86.5,2275.0,107.0,8.1,8.0,1.0,Yes,27,50.5
19,Male,172.0,59.5,0.6,7,14,79.8,2828.0,200.0,6.5,4.4,4.8,No,20,60.3
43,Male,191.0,78.4,3.4,2,7,57.7,2720.0,169.0,5.2,1.8,4.2,No,35,80.9
18,Female,154.6,38.2,2.0,6,14,71.8,2371.0,170.0,6.8,5.8,1.1,No,26,41.9
20,Female,169.0,54.5,0.4,6,5,68.9,2141.0,173.0,7.0,5.3,4.4,No,20,57.2
22,Female,165.4,53.8,0.3,5,11,48.7,1942.0,145.0,6.1,3.3,5.5,No,17,58.1
35,Female,156.9,46.2,0.0,2,11,18.0,2019.0,92.0,6.1,3.3,9.3,Yes,15,48.2
30,Male,172.5,58.5,0.8,6,8,98.2,2608.0,135.0,6.3,5.4,6.0,No,17,61.4
28,Male,196.1,79.2,0.6,4,12,70.7,2470.0,205.0,8.2,7.6,1.3,Yes,13,78.3
31,Female,169.5,50.3,5.8,6,11,66.0,2527.0,166.0,7.0,6.5,1.8,Yes,6,50.4
36,Female,165.7,49.4,2.7,3,14,52.3,2157.0,124.0,8.5,7.4,5.0,No,35,52.9
37,Male,172.0,54.2,0.2,4,11,84.1,2529.0,163.0,5.9,5.2,10.0,No,18,54.5
41,Female,160.5,46.0,2.6,2,4,71.3,2147.0,101.0,7.7,3.7,4.2,No,43,46.5
48,Male,164.9,47.4,0.6,5,4,14.5,2309.0,126.0,5.3,3.5,5.5,No,24,48.6
30,Male,173.4,61.2,3.2,6,13,26.1,3227.0,171.0,8.2,7.8,3.8,No,37,63.0
25,Male,176.7,63.8,1.2,6,6,80.1,2555.0,181.0,6.4,4.6,6.1,No,9,64.4
36,Male,178.5,64.1,0.5,5,9,73.1,2548.0,195.0,6.2,4.1,5.5,No,50,67.8
19,Male,176.0,65.8,3.7,4,12,38.8,2627.0,140.0,7.8,7.7,1.0,No,24,66.8
23,Male,172.1,56.8,6.5,1,15,56.0,2568.0,103.0,7.3,5.3,6.4,Yes,43,58.8
40,Male,183.4,64.7,1.3,2,4,71.3,2261.0,114.0,6.8,2.8,9.3,No,37,66.2
29,Female,163.0,43.0,1.1,4,10,43.7,2193.0,103.0,7.6,6.3,5.9,Yes,20,43.5
18,Female,166.9,51.6,2.1,3,7,72.7,2057.0,123.0,6.9,5.5,2.6,No,31,53.2
18,Female,171.1,49.3,0.6,4,5,10.0,1801.0,153.0,6.6,4.2,5.8,No,14,50.5
30,Female,158.6,43.5,5.5,2,12,61.9,1870.0,95.0,7.3,4.0,8.5,No,7,43.3
41,Male,173.8,58.8,2.1,2,5,65.2,2359.0,108.0,7.2,4.9,2.2,No,12,60.9
41,Male,180.1,65.6,2.7,3,5,69.5,2569.0,149.0,6.1,2.8,8.5,No,30,66.8
31,Female,167.3,50.5,3.1,2,10,60.7,1945.0,107.0,7.3,6.0,4.9,Yes,29,52.2
50,Male,164.2,50.2,3.2,5,7,82.8,2653.0,141.0,6.0,2.7,10.0,No,5,50.9
29,Female,170.0,49.9,2.8,6,13,68.4,2092.0,182.0,6.1,4.1,4.5,No,44,52.6
29,Male,164.8,41.4,0.7,2,15,58.0,2432.0,87.0,7.4,6.5,3.8,No,9,41.9
18,Female,173.7,56.5,2.2,7,14,39.5,2081.0,167.0,7.7,7.1,1.6,No,24,59.7
26,Male,171.9,59.9,1.9,4,15,30.6,2724.0,143.0,7.2,4.2,7.9,No,11,60.3
39,Female,150.0,37.5,5.0,5,6,81.4,2459.0,97.0,8.0,6.5,3.9,No,39,41.3
46,Male,175.7,58.5,2.7,3,10,58.9,2449.0,157.0,7.9,6.1,2.6,No,5,60.4
22,Female,159.2,46.4,1.6,3,12,32.2,2555.0,143.0,7.7,6.6,1.4,Yes,5,47.3
35,Male,185.4,67.3,5.1,4,11,46.6,2553.0,194.0,7.3,5.8,1.0,No,27,68.7
40,Female,164.8,45.2,4.0,2,13,49.5,2254.0,60.0,4.8,1.2,9.0,Yes,45,48.9
30,Female,166.0,51.8,0.7,2,14,46.3,2296.0,106.0,5.7,3.3,8.5,No,45,53.3
18,Male,180.3,64.0,5.2,7,9,77.3,2831.0,166.0,8.4,7.7,3.7,No,31,66.4
32,Female,158.3,41.9,1.2,6,13,34.7,2059.0,135.0,7.3,6.0,2.2,Yes,37,43.9
38,Female,157.8,44.4,0.6,7,10,52.7,2359.0,155.0,7.2,5.8,1.3,No,6,44.9
21,Male,185.7,71.6,0.4,3,14,39.4,2361.0,170.0,4.0,1.0,8.2,No,11,70.3
27,Female,168.6,51.0,2.3,4,4,57.0,2301.0,80.0,8.3,7.5,1.0,No,35,51.8
18,Female,162.5,50.4,2.1,2,11,60.5,2074.0,88.0,6.6,4.7,1.8,No,20,50.8
18,Female,160.4,47.7,1.8,1,9,84.7,1903.0,94.0,6.8,4.8,4.2,No,16,49.1
40,Male,184.0,71.1,3.5,4,13,37.7,2794.0,161.0,6.4,5.1,6.2,No,50,73.5
30,Male,177.8,65.5,8.1,1,13,69.8,2623.0,98.0,7.0,4.0,7.1,Yes,15,66.9
46,Female,175.7,57.4,0.3,7,4,19.6,2245.0,141.0,7.2,5.0,2.0,Yes,52,60.2
39,Female,166.7,50.5,3.5,5,4,21.8,2068.0,134.0,6.4,5.1,3.0,Yes,37,49.9
26,Male,187.8,69.9,2.5,3,10,54.4,2289.0,160.0,8.0,7.3,3.8,No,19,73.5
29,Female,169.0,51.3,1.2,2,4,28.6,1866.0,115.0,6.3,5.7,4.1,No,49,50.9
36,Male,167.6,54.3,0.8,5,15,53.0,2502.0,159.0,8.3,7.6,1.0,No,7,53.7
40,Male,167.9,52.5,2.0,3,14,36.7,2456.0,152.0,6.8,4.6,5.3,Yes,17,51.9
33,Male,172.2,60.6,2.6,7,12,53.5,2450.0,161.0,6.7,4.6,8.7,No,19,63.3
41,Male,170.5,56.4,1.4,7,4,100.5,2729.0,167.0,5.2,1.6,9.3,No,22,59.7
27,Female,172.7,54.5,0.6,3,15,42.7,1787.0,129.0,7.1,5.5,6.3,No,47,56.3
20,Male,189.9,71.8,2.5,3,13,67.6,2629.0,156.0,6.3,3.9,3.4,No,19,73.7
29,Female,169.8,49.6,0.3,3,6,49.3,2214.0,110.0,7.6,5.8,3.6,No,29,50.8
32,Female,169.1,50.0,0.4,2,6,23.9,2126.0,100.0,5.9,3.0,5.3,No,5,50.7
18,Female,165.8,48.2,1.8,3,7,67.6,2242.0,94.0,10.0,8.0,4.3,No,21,50.8
18,Male,164.5,57.6,1.2,6,6,92.4,2676.0,179.0,7.2,5.4,1.5,No,35,61.1
34,Male,185.1,68.4,1.9,6,12,83.8,2654.0,177.0,6.1,5.5,7.6,No,24,71.2
